Geneid	incl0801.srt.bam	incl0802.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
SNX31	0	13	46	10	2	0	0	0	17	0	0	0
PABPC1	8828	7696	8641	5848	5153	5012	2445	4987	2310	13833	12090	5398
LOC105616077	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102991	0	0	0	0	1	0	0	0	0	0	0	0
YWHAZ	3091	6861	4797	5761	5070	5454	7422	6059	470	9671	2650	5586
LOC105609923	0	0	0	0	2	0	0	0	0	0	3	0
LOC105616076	0	0	0	0	0	0	2	0	0	0	2	0
ZNF706	6471	21547	34501	39024	17866	16469	40410	37967	625	6369	15063	20431
LOC105609924	0	0	0	0	0	0	0	0	24	48	0	0
LOC105609925	0	0	0	0	4	0	0	0	0	0	0	0
GRHL2	0	0	13	71	0	0	12	50	207	306	0	93
NCALD	232	314	1294	2719	2	5	1499	521	171	886	1008	78
LOC105616074	2	1	20	46	12	0	51	11	92	195	22	0
RRM2B	2157	3137	6344	7309	1946	1397	8746	4712	60	518	2883	4406
UBR5	9575	8224	6536	4183	8163	5000	11164	6239	631	2174	9421	8643
LOC105611920	15	36	89	41	59	20	83	176	0	0	95	19
ODF1	0	0	2	2	0	6	3	3	0	0	0	0
KLF10	1466	4156	13206	3026	445	912	54	747	682	6611	7418	3534
LOC105611919	66	191	217	1107	26	228	504	492	2	90	300	106
AZIN1	14641	20207	19695	21384	16627	14158	22277	18092	931	14902	21178	21683
LOC101103821	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1C1	3359	9605	10923	15890	5388	7125	18249	11687	500	2551	5614	10609
LOC105611918	0	0	0	0	0	2	4	0	0	0	0	0
BAALC	86	0	398	611	0	0	427	22	0	0	0	199
LOC105611916	72	22	28	9	41	42	60	11	0	0	36	48
LOC101103074	0	0	0	0	0	0	0	0	0	0	0	0
FZD6	281	144	174	211	162	18	413	237	7	0	446	351
CTHRC1	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A32	4518	5583	12938	9391	3098	3958	10041	16296	51	746	6485	8711
DCAF13	2383	1939	635	336	3044	1759	817	1679	82	676	796	816
LOC105616073	0	0	68	0	0	50	0	1	0	0	0	0
RIMS2	1156	2189	4992	5230	1710	1981	4219	3640	0	0	4314	2173
DCSTAMP	0	0	0	0	0	0	0	0	0	0	0	36
DPYS	0	2	753	387	35	0	632	1524	22	0	186	210
LOC105616070	32	0	0	0	0	0	0	30	30	36	2	0
LRP12	65	41	12	18	18	154	31	20	26	158	182	6
LOC105609290	0	0	0	0	0	2	0	0	0	0	0	0
ZFPM2	205	961	1310	1427	383	383	628	1095	0	0	269	502
LOC105609296	0	0	0	0	0	0	1	0	0	0	0	0
LOC105616066	1	0	0	0	0	0	0	0	0	0	0	0
OXR1	820	1482	2055	874	946	703	2618	1329	365	438	949	905
ABRA	0	120	101	104	0	0	70	86	0	0	85	0
LOC101119995	0	0	0	0	2	0	0	0	0	0	0	0
LOC105609299	0	0	0	0	0	0	0	0	0	0	0	0
LOC101123130	0	0	0	0	0	1	0	0	0	21	0	0
LOC105601933	0	1	0	0	0	0	0	0	0	0	0	0
LOC105610187	0	3	2	5	2	6	6	2	0	0	12	0
ANGPT1	0	2	28	0	4	0	1	22	0	7	0	19
LOC105610183	0	8	69	78	0	93	41	70	0	0	55	62
RSPO2	381	664	2243	722	233	244	1743	2278	0	0	1461	216
EIF3E	22612	13523	8078	10693	11149	13313	19464	16646	1368	10985	11150	12573
LOC105616064	0	0	0	0	0	0	0	0	0	0	0	0
LOC105610182	48	7	1	0	22	30	10	2	5	19	0	14
EMC2	8179	4833	944	1057	1396	1323	1901	2051	787	3093	401	733
LOC105610181	0	30	0	0	0	54	0	0	0	0	0	11
TMEM74	0	150	14	20	88	26	23	15	0	0	76	26
TRHR	816	193	644	189	270	682	55	530	0	0	1238	68
NUDCD1	9174	21030	18573	22944	20280	10330	34809	25443	191	1284	10177	16561
ENY2	2699	3908	1471	2055	5480	4193	4577	3034	351	1483	1446	3099
PKHD1L1	109	2	126	134	54	10	131	175	48	174	220	148
EBAG9	434	258	909	622	283	174	1400	1004	103	522	808	430
SYBU	6	0	20	32	34	0	10	0	0	0	36	0
LOC101121864	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121611	3057	4160	16860	28757	1688	2008	32697	19139	0	70	25383	9830
KCNV1	0	0	0	0	0	0	12	0	0	0	0	0
LOC105613281	0	0	0	0	0	0	0	0	0	0	0	0
LOC105616062	0	0	0	0	0	0	0	0	0	0	0	0
CSMD3	13	4	143	24	2	1	20	100	0	0	0	48
LOC105610566	393	198	215	271	278	150	702	215	0	0	195	849
LOC101116486	0	0	0	0	0	0	0	0	0	0	0	0
TRPS1	32	0	56	3	51	10	27	24	0	20	44	81
LOC105610475	292	2	195	10	122	155	252	89	29	237	0	4
LOC101121356	0	0	0	0	0	2	0	0	0	1	0	0
EIF3H	9318	17934	8794	6388	18909	12514	17469	13335	1696	10860	11968	9117
UTP23	15876	22483	3957	2820	31713	19442	3117	8370	530	2377	4238	5947
LOC106991339	268	46	16	0	18	64	77	19	1	0	1	112
RAD21	7295	10823	12382	10276	7785	5499	16207	11468	591	4634	7731	10550
AARD	118	186	178	323	95	109	206	164	0	49	78	199
SLC30A8	0	3	0	0	0	0	0	0	0	0	0	0
MED30	149	1634	1256	1738	1522	1691	1241	1652	241	2344	1080	559
LOC105611701	0	0	13	2	0	0	2	9	0	0	0	0
LOC105611702	0	0	0	4	0	0	0	0	0	0	0	24
EXT1	776	980	3866	5023	1055	1450	5387	3032	37	186	3254	2286
SAMD12	5385	6034	7497	12055	4371	3751	14009	9541	17	87	7332	11584
TNFRSF11B	0	0	0	0	0	0	0	27	0	0	0	0
COLEC10	0	6	26	28	8	8	9	25	0	55	4	28
MAL2	2226	1564	1936	1227	615	1055	2462	2322	274	1703	1163	2177
NOV	185	20	433	110	186	87	716	676	0	64	204	92
FABP12	0	0	0	0	0	0	1	3	0	0	0	0
FABP4	2	0	0	0	9	3	6	0	0	0	0	0
LOC101113339	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113077	0	0	0	0	10	0	0	2	0	0	0	0
LOC105613108	0	0	0	56	10	0	10	0	0	0	2	10
FABP5	583	1695	1660	2511	1085	830	2891	1247	16	273	2112	2427
PAG1	177	127	44	25	118	16	44	64	4	84	701	75
LOC105611125	0	0	0	0	0	0	0	0	0	0	0	0
ZNF704	0	0	16	1	0	4	26	47	4	0	24	15
LOC101119829	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991350	5	0	17	128	25	25	46	35	0	9	128	33
ZBTB10	35761	21270	29757	13075	24011	15546	14790	19637	599	2666	36733	25064
LOC105611127	0	0	0	0	0	0	0	0	0	0	0	0
TPD52	458	609	536	380	397	230	811	818	479	1811	764	387
MRPS28	751	786	410	734	731	992	542	379	716	5598	81	570
HEY1	1379	5012	6792	9302	1423	2073	6503	5511	19	151	6582	4069
STMN2	46	40	96	95	30	68	14	0	16	24	630	472
LOC105613219	2	0	0	0	0	0	0	0	0	0	0	0
IL7	42	0	0	0	0	0	0	4	12	121	0	66
ZC2HC1A	44598	100814	147017	245500	84660	61475	210388	188583	32	303	82426	138573
PKIA	4	127	262	152	80	84	172	252	1864	15586	146	100
LOC101118794	0	0	0	0	0	0	0	0	0	0	0	0
LOC101118537	0	8	0	0	2	0	4	0	1	22	1	5
LOC101118283	0	1	0	0	0	0	0	0	0	0	0	0
LOC101118031	0	0	0	0	0	0	0	0	0	0	0	0
LOC105613955	0	4	0	0	0	0	0	0	22	47	0	0
PEX2	10	589	28	96	462	308	366	189	127	1216	84	84
LOC105611156	0	0	0	0	0	0	10	0	0	0	0	0
ZFHX4	1411	1196	2856	3980	1392	1078	7106	3882	0	0	3922	3884
LOC106991349	0	4	28	86	0	4	207	64	0	0	12	31
LOC105611154	0	0	0	0	0	0	0	0	0	0	2	0
LOC105611157	4	0	0	0	1	0	0	0	0	0	0	29
HNF4G	0	2	0	293	0	55	0	17	4	93	0	0
LOC101117515	0	37	32	20	0	0	4	42	0	0	0	0
CRISPLD1	10	0	0	0	0	0	0	0	0	0	0	0
PI15	0	0	0	0	0	0	0	0	0	0	0	0
GDAP1	140	119	131	290	196	37	451	214	0	0	88	110
JPH1	541	676	1926	1011	919	430	2178	1110	0	0	1529	1443
LOC101116997	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108497	0	0	6	0	0	0	0	0	0	0	0	0
LY96	0	0	0	0	2	17	8	2	0	0	1	0
TMEM70	2629	2426	70	8	2436	2959	20	474	394	2368	108	304
TCEB1	29207	26615	10962	7765	29632	21536	11249	13038	643	4233	11348	10221
UBE2W	21390	27928	11815	18471	19307	17848	14987	22061	86	430	5093	15034
STAU2	236	953	842	432	145	354	800	1185	0	18	637	551
RDH10	3947	7968	14738	12265	6111	6101	13448	14351	81	1076	10724	7929
RPL7	52436	27015	7979	5932	32041	30902	6116	14221	15624	101868	8517	16774
C9H8orf89	80	77	147	84	64	183	53	74	37	276	8	238
SBSPON	4	0	2	0	0	56	0	0	0	0	155	0
TERF1	3433	5817	3452	4690	3509	4936	3478	4719	347	2938	6459	3626
KCNB2	110	0	0	0	0	5	5	54	0	18	0	10
LOC105607368	0	0	0	0	0	0	0	0	0	0	0	0
LOC105616103	109	449	342	286	272	320	569	518	25	297	154	107
TRPA1	0	0	40	18	7	16	182	10	0	1	28	14
LOC105607367	0	0	0	0	0	0	0	0	0	0	0	0
MSC	0	0	0	0	0	0	0	0	0	0	0	0
LOC105607365	0	0	0	0	0	0	34	18	0	0	0	2
EYA1	4331	9422	17221	16542	7966	7984	19337	25793	0	55	11600	12629
LOC106991338	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115217	8	2	0	2	4	13	2	1	0	4	0	1
XKR9	0	0	22	0	0	0	0	80	0	0	0	0
LACTB2	28	51	125	302	47	127	138	265	78	249	48	178
TRAM1	7534	25768	33170	40993	13697	15455	25852	33878	779	6292	18312	20782
NCOA2	744	452	1166	1319	696	330	1261	867	493	1225	1565	458
LOC101103989	0	7	0	0	0	4	0	0	0	0	0	0
PRDM14	2690	1454	2379	64	1654	855	0	946	30	480	2558	696
SLCO5A1	0	4	1	0	0	0	79	22	3	544	105	81
SULF1	0	0	0	59	77	0	3	0	2	45	5	0
C9H8orf34	86	174	151	296	16	34	326	300	12	0	259	60
LOC105616041	0	4	0	0	30	0	0	0	0	0	0	0
PREX2	0	0	5	0	27	0	1	0	0	0	0	0
LOC101102990	0	1	0	1	0	12	8	12	3	8	0	10
CPA6	144	407	67	139	284	101	426	256	0	0	197	340
ARFGEF1	3263	1759	3648	2458	4235	1982	6888	3770	253	910	2985	3427
CSPP1	1925	2637	4398	4449	2560	1248	7535	4280	135	583	3436	4565
COPS5	362	431	536	441	776	622	250	2079	171	936	160	213
PPP1R42	26	77	0	0	182	93	24	12	0	0	28	0
TCF24	0	0	2	56	0	0	28	8	0	0	73	34
MCMDC2	0	0	12	0	0	0	16	14	0	0	0	0
SGK3	1641	1943	213	291	1678	1377	587	516	64	355	165	259
LOC105609782	0	21	9	21	11	1	25	29	0	0	5	67
VCPIP1	2862	3590	5223	5601	2972	2401	6390	4427	234	726	5106	4808
MYBL1	692	1468	577	348	1436	846	182	637	16	38	2803	2060
C9H8orf46	1218	1367	1777	2075	536	680	2686	1434	0	0	804	750
ADHFE1	106	0	52	208	28	0	89	28	41	272	115	0
RRS1	478	861	1675	2520	614	732	1324	2026	122	2645	2759	1455
CRH	1388	1277	7759	2808	493	934	10576	8216	0	64	2314	1881
TRIM55	161	252	44	116	104	192	331	224	2	62	90	102
DNAJC5B	0	0	0	0	17	0	0	0	0	0	0	0
LOC101113419	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113158	0	0	1	8	0	0	0	3	1	0	0	0
PDE7A	1225	3069	12292	7099	2445	1323	13350	8473	6	6	9020	2939
MTFR1	4645	3557	6139	3738	2708	2167	8711	4371	133	1020	7684	5083
ARMC1	11172	24938	26137	32722	17172	18028	29145	42201	625	3972	12024	11178
LOC105609787	53	0	26	13	0	30	17	26	0	0	38	27
LOC101119648	10	56	88	83	28	13	154	39	0	58	114	22
BHLHE22	142	314	167	246	265	112	779	30	8	101	1982	249
LOC101112402	0	0	0	0	0	0	0	0	0	0	0	0
YTHDF3	21762	14289	6828	3867	9239	8355	4067	6578	390	2803	8471	8582
LOC105616035	0	0	0	0	12	0	0	0	0	0	0	0
TTPA	0	44	0	8	0	34	52	0	10	160	0	41
GGH	528	662	1313	908	861	651	4192	1622	70	363	1477	2094
NKAIN3	0	0	0	0	2	60	1	0	0	0	0	0
LOC101118452	2	1	4	13	13	8	5	17	0	5	1	8
LOC105616031	0	0	0	0	0	0	0	0	0	0	0	0
ASPH	167	65	144	117	453	272	76	78	78	418	374	208
CLVS1	0	0	72	0	1	4	85	8	0	0	0	0
LOC105616033	0	0	0	0	0	0	0	0	0	0	0	0
LOC101111378	0	0	0	0	0	0	0	0	0	0	0	0
LOC105616029	0	0	0	0	0	6	0	0	0	0	0	0
CHD7	662	552	740	542	881	800	689	524	38	140	988	1451
LOC105608845	14	3	5	0	2	2	0	0	2	0	11	4
RAB2A	2157	4805	7844	7006	4482	2891	8576	5844	982	6167	4189	4737
LOC101110603	0	0	0	0	0	0	0	0	0	0	0	0
CA8	0	0	0	0	0	0	46	0	0	0	5	0
LOC106991330	0	0	0	0	0	0	0	0	0	0	0	0
TOX	0	84	68	94	4	14	66	126	0	0	64	72
LOC106991340	0	0	0	0	0	0	0	0	0	0	0	0
NSMAF	2613	5129	6787	8307	2170	2420	5407	6265	274	699	5528	6160
SDCBP	1221	2099	1547	966	1138	861	6141	2368	458	3828	1727	2271
LOC101116841	0	0	0	0	4	0	0	0	0	0	1	0
UBXN2B	1461	1164	1948	1792	1722	888	2997	1957	14	133	691	2738
FAM110B	91	46	559	310	188	106	213	195	4	0	731	157
IMPAD1	96	127	454	91	36	27	288	103	40	152	422	207
LOC101109282	0	0	0	0	0	0	0	0	0	0	0	0
PENK	0	4	60	2	0	0	5	15	0	0	20	0
LOC101116323	0	0	0	0	0	20	47	0	0	0	0	0
SDR16C5	146	35	133	81	91	68	264	156	1	11	77	34
CHCHD7	2654	4214	909	2491	3782	1481	1126	782	10	195	5470	1404
PLAG1	257	476	1821	2156	277	583	1405	1539	19	2	2197	1113
MOS	6414	16903	47463	51408	6627	12442	62899	68710	2	4	20680	27051
RPS20	6406	6050	2402	1040	9826	8664	2059	3442	3319	22190	2611	5745
LYN	6	26	29	0	66	3	4	36	243	99	10	3
TGS1	2792	2654	3460	2033	3706	1867	3703	2580	229	1264	1541	1202
TMEM68	1370	1799	1481	1091	1995	999	1297	1375	44	118	688	962
XKR4	0	0	0	0	0	0	0	0	3	26	0	0
RP1	0	0	0	0	0	0	0	64	6	0	0	0
LOC101114620	0	0	0	0	9	7	4	10	0	0	6	0
SOX17	0	0	6	0	0	0	0	0	0	2	10	0
MRPL15	2877	4697	2396	4141	2930	2213	6574	4664	530	6329	1642	3810
LYPLA1	2951	2396	4103	4136	2344	1589	3689	3175	406	5372	3016	3667
TCEA1	1072	967	3100	2131	1042	854	12200	3025	393	2251	2513	2525
RGS20	90	176	288	438	84	40	164	267	0	0	311	130
ATP6V1H	642	1051	4701	4866	716	679	2981	2918	283	619	2558	2761
OPRK1	0	0	6	0	0	0	2	0	0	0	0	10
NPBWR1	0	0	0	0	5	0	0	0	0	0	0	0
RB1CC1	6394	5838	9536	9044	5584	3859	12348	11035	187	1255	10734	7153
FAM150A	0	0	0	0	2	40	20	0	0	0	0	22
LOC101106696	0	0	0	0	0	0	2	0	0	0	0	0
ST18	0	2	0	0	0	1	0	56	0	0	0	0
LOC105616020	0	0	0	0	0	0	0	0	0	0	0	0
PCMTD1	1734	5069	10803	7701	3277	3434	12782	10091	66	222	5122	5051
LOC101106180	1	0	43	19	0	1	0	0	0	0	0	0
LOC105609200	0	0	0	0	0	0	0	0	0	0	0	0
SNTG1	1	0	3	0	42	23	0	0	0	0	0	0
LOC105609199	0	0	0	0	0	0	0	0	0	0	0	0
C9H8orf22	0	0	0	0	0	0	0	0	0	0	0	0
SNAI2	0	0	36	19	6	0	42	12	0	0	53	21
LOC105616018	0	0	127	28	0	0	2	0	0	0	0	0
EFCAB1	0	120	0	0	0	0	0	0	0	0	8	0
LOC105609197	0	0	0	0	4	38	0	0	0	0	0	5
LOC105616017	0	0	0	0	0	0	0	0	0	0	86	0
UBE2V2	939	391	142	82	1030	649	361	409	24	210	72	282
LOC101105668	0	0	10	12	2	28	6	0	0	0	0	0
LOC106991347	88	13	77	123	77	3	3	16	0	13	10	0
MCM4	2342	4744	10903	8628	2496	1875	19070	7995	406	5180	9357	4301
PRKDC	185	457	1162	449	142	94	2580	770	96	960	507	513
LOC101111106	20	39	36	3	47	55	9	36	0	3	20	11
LOC105609193	0	0	0	0	2	0	0	0	0	0	0	0
SPIDR	184	270	1579	2992	285	213	1782	1732	86	1045	1136	977
LOC105609191	11	115	22	0	1	1	6	20	7	275	60	0
LOC101104671	0	0	0	0	0	0	0	18	120	756	0	2
LOC105609190	0	0	0	0	37	0	0	0	0	30	0	0
LOC101110602	0	0	0	2	0	0	1	1	0	0	0	0
LOC101110341	714	1616	4843	3978	1679	1336	3835	4056	34	10	1163	2653
LOC101110068	0	0	0	0	0	0	0	0	0	0	0	0
ZHX2	220	947	2972	2838	948	498	2348	2046	0	0	963	2275
LOC101109545	18	32	22	23	38	36	72	43	64	264	32	45
DERL1	1712	4465	7006	6135	2967	2862	4428	5405	70	1129	11969	4009
LOC105609069	0	24	2	0	11	0	18	0	8	0	0	0
TBC1D31	1641	5993	10019	15972	3968	2828	12384	9903	227	1635	8251	8086
FAM83A	0	0	0	0	0	1	0	0	0	0	0	0
C9H8orf76	2029	3605	4007	3342	5356	2326	3567	5238	190	1259	1673	1427
ZHX1	349	14	73	100	136	42	52	108	0	0	38	74
ATAD2	4324	1785	1185	757	1230	1062	4269	1720	322	1416	2960	1933
WDYHV1	6133	10563	19733	16854	7047	7165	20360	20234	588	4238	10917	11348
FBXO32	166	318	822	1661	314	356	1181	1345	20	30	2277	1221
LOC105609070	0	0	0	0	0	0	0	0	0	0	0	0
LOC105609071	50	2	54	38	80	8	27	98	0	0	0	250
KLHL38	0	2	67	33	42	0	22	21	0	0	0	134
LOC105616014	0	17	1	0	0	0	0	0	0	0	0	0
ANXA13	0	0	15	1	0	0	0	0	0	0	0	0
FAM91A1	567	182	238	580	248	544	836	507	67	345	642	959
FER1L6	0	0	0	2	46	0	31	0	0	0	2	0
LOC105609072	0	0	0	0	4	1	0	1	0	0	0	0
TMEM65	6	2	97	30	41	27	187	64	54	405	60	119
TRMT12	447	2424	1925	2811	2717	2002	4191	2877	147	1397	1268	1612
RNF139	761	1403	1817	1397	1192	737	1270	1793	40	491	1483	1931
LOC105609073	1	2	143	96	12	55	90	203	0	30	138	209
TATDN1	228	214	163	148	274	254	228	209	9	51	134	240
NDUFB9	958	1129	700	454	1193	1165	1118	1457	1588	7114	272	588
MTSS1	1158	1679	7409	6213	923	730	5548	6349	70	107	4741	2923
LOC105609074	0	0	0	0	0	0	0	0	0	0	0	0
LOC101105336	0	12	2	0	6	5	0	0	3	6	0	0
LOC105611789	2	0	455	512	0	56	708	319	0	0	154	266
ZNF572	215	295	415	314	128	318	354	388	0	6	202	452
SQLE	1274	1106	718	587	801	830	567	548	69	292	1438	349
KIAA0196	1392	1469	2477	1092	914	895	2142	1161	222	906	3176	1487
LOC105616009	8	127	23	18	33	14	34	42	7	2	14	50
LOC105616011	0	0	0	0	0	0	2	0	8	30	0	0
NSMCE2	2106	5391	10156	8053	3924	4588	12755	12278	775	4477	7468	6072
LOC105611791	0	0	0	0	0	0	0	0	9	56	0	0
TRIB1	237	738	1933	2017	395	360	647	1453	8	252	1842	598
LOC101104157	665	1422	2386	2037	1945	710	2002	3635	14	114	829	2005
FAM84B	602	1167	1803	912	767	725	1173	1238	1401	4125	1989	942
LOC105614550	0	0	0	0	0	0	3	0	0	35	0	0
LOC101101899	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991346	0	0	0	0	0	6	0	0	0	0	0	0
LOC101123473	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991345	0	0	1	0	2	12	0	0	0	1	0	1
MYC	7528	2695	15863	819	2662	1459	0	504	31	0	16457	4372
LOC106990507	0	0	0	0	0	0	0	0	0	31	0	0
LOC105616004	0	0	0	0	0	0	0	0	0	0	0	0
LOC105612888	48	570	621	1102	157	328	1768	416	0	70	595	429
LOC101122703	0	0	0	23	16	12	0	10	0	0	37	24
GSDMC	0	0	0	0	2	0	0	0	0	0	0	0
FAM49B	194	127	279	385	81	402	387	277	324	2885	86	194
ASAP1	325	356	1973	2303	385	336	1346	1875	70	638	1097	1030
ADCY8	0	0	38	0	1	0	2	0	0	0	0	0
LOC105608696	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608698	0	0	0	40	0	0	0	30	0	0	0	0
LOC105608700	0	0	0	27	0	0	0	0	0	0	0	21
LOC105608701	0	2	0	0	24	36	2	0	0	0	0	0
LOC106991344	0	0	0	0	0	0	0	0	0	0	0	0
EFR3A	1646	675	884	1756	857	683	1738	1180	978	5316	1441	2047
OC90	0	0	5	0	0	0	0	0	0	0	0	0
HHLA1	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ3	0	0	3	0	4	0	0	0	8	38	0	0
LOC101102820	4	9	0	0	49	44	0	10	0	36	0	18
LRRC6	2	0	263	7	35	0	0	0	0	0	0	0
TMEM71	0	0	0	18	0	0	0	0	0	0	0	0
PHF20L1	261	462	301	275	638	597	186	109	190	590	311	57
SLA	0	0	0	0	0	2	0	10	0	2	0	0
TG	28	5	556	756	88	70	239	414	0	1	671	11
WISP1	0	0	0	0	0	0	0	0	0	0	0	0
NDRG1	0	0	7	13	0	0	0	0	0	46	83	0
LOC105608709	0	0	0	0	91	0	0	0	0	0	0	0
ST3GAL1	0	0	0	0	9	9	0	16	0	1	0	0
LOC105608712	64	0	0	0	0	0	0	0	0	0	0	0
LOC105608713	0	0	0	0	0	2	0	0	0	0	0	0
LOC105616000	0	0	0	0	0	0	0	0	2	0	0	0
ZFAT	28	87	133	29	0	0	163	81	0	42	176	94
MIR30B	0	0	0	0	0	0	0	0	0	0	0	0
MIR30D	0	0	0	0	0	0	0	0	0	0	0	0
LOC106990621	0	0	0	18	2	18	84	3	0	0	15	59
LOC105615998	0	0	0	0	0	0	0	5	0	0	1	0
KHDRBS3	142	314	916	777	462	322	474	934	115	739	1195	647
LOC106991337	0	0	0	0	0	0	0	0	0	0	0	0
LOC105611114	0	0	0	0	0	0	0	0	0	0	0	0
FAM135B	0	2	16	3	3	5	108	20	0	0	2	55
COL22A1	0	16	29	35	0	6	27	0	0	0	57	0
KCNK9	0	70	0	42	0	0	51	80	0	0	67	0
LOC105615993	131	180	477	482	32	46	366	295	2	52	219	229
TRAPPC9	440	490	1305	1775	247	299	1324	1427	8	54	1603	674
LOC105609657	0	4	0	16	34	2	18	0	0	15	0	6
CHRAC1	630	939	2777	2619	1066	1444	4394	2832	137	1377	1110	3189
AGO2	1584	3777	8589	7122	2863	2398	9075	8782	86	623	9765	6645
PTK2	1067	1290	2502	1963	653	1020	2631	1611	167	978	1599	1990
DENND3	30	214	996	1449	46	84	845	643	4	52	1035	550
SLC45A4	203	351	1638	862	270	175	2384	1097	36	93	3230	1277
GPR20	0	0	0	0	0	0	0	0	2	0	0	0
LOC105616113	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A3	0	0	3	0	0	0	0	2	0	11	7	0
MROH5	0	0	9	0	0	3	6	0	0	0	21	5
LOC105609669	0	0	0	0	0	0	0	0	0	0	0	0
TSNARE1	0	1	6	0	0	0	0	0	7	71	90	2
ADGRB1	0	0	2	0	0	0	0	0	0	1	0	0
LOC101117342	1	0	9	11	0	0	15	0	0	0	0	0
ARC	0	0	14	0	0	0	2	6	0	0	8	0
JRK	0	0	0	6	0	0	35	51	55	326	2	0
LOC105614078	0	0	0	0	0	0	0	0	6	4	0	0
THEM6	24	0	155	107	0	0	181	116	0	18	87	38
SLURP1	0	8	4	10	2	0	24	78	0	0	4	16
LYPD2	0	0	0	0	0	0	0	0	0	0	0	0
LYNX1	0	0	0	0	0	0	0	0	0	0	0	0
LY6D	0	0	0	0	0	0	0	0	2	13	0	0
LOC105614075	10	8	0	0	0	0	43	0	0	0	0	0
LOC105614076	245	134	371	490	270	174	232	206	4	44	55	117
LY6K	0	0	0	0	0	0	0	0	4	0	0	0
LOC101116324	0	0	0	0	0	0	0	0	0	0	0	0
LOC101115802	1	8	2	5	2	3	0	3	0	7	2	0
LOC101118536	0	0	0	0	0	0	0	0	0	4	0	0
GPIHBP1	2	0	0	0	0	0	0	0	0	0	0	0
LOC105613390	0	0	0	0	0	4	0	2	0	163	0	148
GLI4	10	2	9	4	2	6	0	14	5	68	4	18
ZNF696	0	146	633	595	40	84	946	1088	80	520	466	253
LOC105615987	0	0	0	0	0	0	0	0	0	0	0	0
LOC101114532	0	0	7	0	1	14	0	0	0	0	0	0
RHPN1	0	0	0	0	0	4	0	0	0	2	0	0
MAFA	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H3	6	8	677	507	1	39	304	288	7	31	276	109
GSDMD	0	0	0	0	0	0	0	0	0	0	0	0
LOC105615986	0	0	0	0	0	1	0	0	0	0	0	0
MROH6	0	0	0	0	0	0	1	0	0	0	0	0
LOC101113505	0	0	14	19	0	0	10	6	0	0	0	0
LOC106991335	0	0	0	0	0	0	0	0	0	0	0	0
EEF1D	238	496	367	382	377	427	494	705	1029	15925	692	593
TIGD5	0	0	0	0	0	0	1	0	0	0	0	0
PYCRL	14	373	1774	1115	53	478	1731	1150	121	2678	911	951
TSTA3	76	22	163	160	42	10	72	319	91	837	169	130
LOC101112989	0	0	0	0	0	0	0	0	0	0	0	13
ZNF623	38	96	116	104	8	38	251	111	13	42	56	28
CCDC166	0	2	45	2	6	0	28	0	0	0	0	0
MAPK15	0	0	0	3	0	0	28	0	0	0	13	0
FAM83H	0	0	35	31	0	0	7	24	11	527	1	0
LOC105615983	0	0	0	0	0	0	0	0	8	56	2	0
LOC105613386	0	0	40	12	0	0	2	98	2	0	18	0
SCRIB	0	46	182	63	34	12	45	67	29	108	381	12
PUF60	4810	6864	2386	1474	2572	3848	1438	4019	425	6217	39745	4000
LOC101111719	0	2	8	0	0	0	0	13	0	5	97	1
LOC105616111	0	2	0	0	0	0	0	0	0	0	0	0
EPPK1	0	4	32	0	2	0	0	0	16	175	0	0
LOC101111462	0	67	415	175	4	23	158	119	25	355	93	62
LOC105615982	0	0	0	0	0	0	1	0	0	0	0	0
PARP10	0	0	0	8	0	2	0	0	2	1	10	0
GRINA	4	53	18	66	0	5	57	24	11	221	66	1
SPATC1	0	4	22	0	34	0	0	0	0	0	0	0
SMPD5	0	0	0	0	0	0	0	1	0	0	0	0
OPLAH	0	2	0	0	0	0	0	0	36	306	0	19
EXOSC4	270	456	472	464	404	293	843	795	424	3448	347	573
GPAA1	259	224	587	809	121	186	1183	589	278	2425	707	632
LOC101113599	2	23	41	25	20	38	69	16	513	2246	38	10
SHARPIN	90	133	437	197	30	199	163	392	220	1585	535	90
MAF1	440	1979	5324	3389	596	1098	2991	2789	544	7608	3850	2974
LOC105612922	0	0	0	0	0	0	0	0	10	12	0	0
LOC105612923	0	0	0	0	2	3	0	1	5	15	0	0
HGH1	114	100	119	83	44	98	192	41	187	1696	329	197
LOC101110150	0	0	0	73	0	2	18	0	0	213	0	0
